time;temperature
1702.34;35.38
1703.35;35.38
1704.36;35.38
1705.37;35.44
1706.38;35.44
1707.38;35.44
1708.4;35.44
1709.41;35.44
1710.41;35.38
1711.42;35.38
1712.43;35.31
1713.44;35.38
1714.45;35.44
1715.46;35.44
1716.46;35.44
1717.48;35.5
1718.48;35.56
1719.49;35.56
1720.5;35.56
1721.51;35.56
1722.52;35.63
1723.53;35.63
1724.54;35.63
1725.54;35.63
1726.55;35.63
1727.56;35.69
1728.57;35.69
1729.58;35.75
1730.59;35.81
1731.6;35.81
1732.6;35.75
1733.61;35.69
1734.62;35.69
1735.63;35.69
1736.64;35.69
1737.65;35.69
1738.65;35.69
1739.66;35.69
1740.67;35.69
1741.68;35.75
1742.69;35.69
1743.7;35.69
1744.71;35.63
1745.72;35.63
1746.73;35.63
1747.73;35.63
1748.74;35.56
1749.75;35.5
1750.76;35.5
1751.77;35.44
1752.78;35.44
1753.78;35.44
1754.8;35.44
1755.8;35.44
1756.81;35.44
1757.82;35.44
1758.83;35.44
1759.84;35.5
1760.85;35.5
1761.86;35.5
1762.86;35.56
1763.87;35.56
1764.88;35.5
1765.89;35.5
1766.9;35.56
1767.9;35.56
1768.91;35.5
1769.92;35.5
1770.93;35.44
1771.94;35.5
1772.95;35.5
1773.96;35.56
1774.97;35.56
1775.98;35.56
1776.98;35.56
1777.99;35.5
1779;35.44
1780.01;35.44
1781.02;35.38
1782.03;35.31
1783.04;35.25
1784.04;35.25
1785.05;35.25
1786.06;35.25
1787.07;35.31
1788.08;35.31
1789.09;35.31
1790.1;35.31
1791.11;35.31
1792.11;35.31
1793.12;35.38
1794.13;35.44
1795.14;35.44
1796.15;35.5
1797.15;35.56
1798.16;35.56
1799.17;35.63
1800.18;35.63
1801.19;35.69
1802.2;35.69
1803.21;35.75
1804.22;35.75
1805.23;35.81
1806.23;35.88
1807.24;35.88
1808.25;35.88
1809.26;35.88
1810.27;35.94
1811.28;35.88
1812.29;35.94
1813.3;35.94
1814.3;35.94
1815.31;35.94
1816.32;35.94
1817.33;36
1818.34;36
1819.35;36
1820.36;36.06
1821.36;36.13
1822.37;36.13
1823.38;36.13
1824.39;36.06
1825.4;36.06
1826.41;36.06
1827.42;36.06
1828.42;36.06
1829.43;36
1830.44;36.06
1831.45;36
1832.46;36.06
1833.47;36.06
1834.48;36.06
1835.49;36.06
1836.5;36.06
1837.5;36.13
1838.51;36.19
1839.52;36.19
1840.53;36.19
1841.54;36.25
1842.55;36.19
1843.56;36.13
1844.57;36.13
1845.57;36.13
1846.58;36
1847.59;36
1848.6;36
1849.61;36.06
1850.62;36
1851.62;36.06
1852.63;36.13
1853.64;36.13
1854.65;36.13
1855.66;36.13
1856.67;36.13
1857.68;36.06
1858.69;36.06
1859.7;36.06
1860.7;36
1861.71;36
1862.72;36
1863.73;36.06
1864.74;36.06
1865.75;36.13
1866.76;36.13
1867.77;36.13
1868.77;36.19
1869.78;36.19
1870.79;36.19
1871.8;36.25
1872.81;36.19
1873.82;36.25
1874.83;36.25
1875.84;36.25
1876.84;36.25
1877.85;36.25
1878.86;36.25
1879.87;36.31
1880.88;36.31
1881.89;36.25
1882.89;36.25
1883.91;36.13
1884.91;36.13
1885.92;36.19
1886.93;36.19
1887.94;36.25
1888.95;36.25
1889.96;36.25
1890.97;36.25
1891.97;36.31
1892.98;36.31
1893.99;36.38
1895;36.31
1896.01;36.38
1897.02;36.38
1898.03;36.44
1899.04;36.44
1900.04;36.44
1901.05;36.44
1902.06;36.5
1903.07;36.5
1904.08;36.5
1905.09;36.5
1906.1;36.56
1907.11;36.56
1908.11;36.56
1909.12;36.5
1910.13;36.5
1911.14;36.5
1912.15;36.44
1913.16;36.38
1914.17;36.38
1915.18;36.31
1916.18;36.19
1917.19;36.13
1918.2;36
1919.21;36
1920.22;36.06
1921.23;36
1922.23;35.94
1923.25;35.94
1924.26;35.94
1925.26;35.94
1926.27;35.94
1927.28;35.94
1928.29;35.88
1929.3;35.88
1930.31;35.94
1931.31;35.94
1932.32;35.94
1933.33;36
1934.34;35.94
1935.35;35.88
1936.36;35.88
1937.37;35.75
1938.38;35.81
1939.38;35.81
1940.39;35.81
1941.4;35.75
1942.41;35.75
1943.42;35.81
1944.42;35.81
1945.43;35.81
1946.45;35.81
1947.45;35.75
1948.46;35.75
1949.47;35.69
1950.48;35.69
1951.49;35.75
1952.5;35.75
1953.5;35.75
1954.51;35.69
1955.52;35.69
1956.53;35.69
1957.54;35.63
1958.55;35.63
1959.56;35.69
1960.57;35.69
1961.58;35.63
1962.58;35.63
1963.59;35.63
1964.6;35.63
1965.61;35.63
1966.62;35.69
1967.63;35.69
1968.63;35.69
1969.64;35.63
1970.65;35.63
1971.66;35.69
1972.67;35.69
1973.68;35.69
1974.69;35.75
1975.7;35.75
1976.7;35.75
1977.71;35.75
1978.72;35.75
1979.73;35.63
1980.74;35.63
1981.75;35.69
1982.75;35.69
1983.77;35.75
1984.77;35.69
1985.78;35.69
1986.79;35.75
1987.8;35.75
1988.81;35.75
1989.82;35.75
1990.83;35.81
1991.83;35.81
1992.85;35.81
1993.85;35.81
1994.86;35.88
1995.87;35.88
1996.88;35.88
1997.89;35.88
1998.89;35.81
1999.9;35.75
2000.91;35.81
2001.92;35.88
2002.93;35.88
2003.94;35.88
2004.95;35.88
2005.95;36
2006.97;36
2007.97;36
2008.98;36
2009.99;36
2011;36
2012.01;36
2013.02;36
2014.02;36
2015.03;35.94
2016.05;35.88
2017.05;35.81
2018.06;35.81
2019.07;35.81
2020.08;35.81
2021.09;35.81
2022.1;35.75
2023.1;35.69
2024.11;35.69
2025.12;35.69
2026.13;35.69
2027.14;35.63
2028.14;35.63
2029.15;35.69
2030.16;35.69
2031.17;35.75
2032.18;35.69
2033.19;35.69
2034.2;35.69
2035.21;35.69
2036.22;35.75
2037.22;35.69
2038.23;35.69
2039.24;35.69
2040.25;35.69
2041.26;35.69
2042.27;35.69
2043.28;35.69
2044.29;35.69
2045.29;35.63
2046.3;35.69
2047.31;35.69
2048.32;35.63
2049.33;35.69
2050.34;35.69
2051.35;35.69
2052.35;35.69
2053.37;35.75
2054.37;35.75
2055.38;35.75
2056.39;35.69
2057.4;35.69
2058.41;35.69
2059.42;35.63
2060.42;35.63
2061.43;35.56
2062.44;35.56
2063.45;35.56
2064.46;35.63
2065.47;35.56
2066.47;35.56
2067.49;35.63
2068.49;35.63
2069.5;35.69
2070.51;35.69
2071.52;35.63
2072.53;35.56
2073.54;35.44
2074.55;35.5
2075.55;35.56
2076.56;35.56
2077.57;35.63
2078.58;35.63
2079.59;35.63
2080.6;35.69
2081.6;35.69
2082.62;35.69
2083.62;35.69
2084.63;35.69
2085.64;35.69
2086.65;35.75
2087.66;35.75
2088.66;35.75
2089.67;35.75
2090.68;35.75
2091.69;35.69
2092.7;35.69
2093.71;35.69
2094.72;35.69
2095.72;35.75
2096.74;35.75
2097.74;35.81
2098.75;35.75
2099.76;35.81
2100.77;35.81
2101.78;35.75
2102.79;35.81
2103.79;35.81
2104.8;35.88
2105.81;35.88
2106.82;35.88
2107.83;35.88
2108.84;35.88
2109.85;35.94
2110.86;35.94
2111.87;36
2112.87;36
2113.88;36
2114.89;35.94
2115.9;35.94
2116.91;36
2117.92;36
2118.93;36.06
2119.93;36.06
2120.94;36.13
2121.95;36.13
2122.96;36.13
2123.97;36.19
2124.98;36.13
2125.99;36.06
2126.99;36.06
2128.01;36.06
2129.01;36
2130.02;36
2131.03;36
2132.04;36.06
2133.05;36.06
2134.06;36.13
2135.06;36.19
2136.07;36.13
2137.08;36.13
2138.09;36.13
2139.1;36.13
2140.11;36.13
2141.12;36.13
2142.13;36.13
2143.13;36.19
2144.14;36.13
2145.15;36.19
2146.16;36.13
2147.17;36.13
2148.18;36.13
2149.19;36.13
2150.19;36.19
2151.2;36.25
2152.21;36.19
2153.22;36.19
2154.23;36.13
2155.24;36.13
2156.25;36.13
2157.26;36.19
2158.26;36.06
2159.27;36.06
2160.28;36.13
2161.29;36.06
2162.3;36.06
2163.31;36.06
2164.31;36.13
2165.33;36
2166.33;36.06
2167.34;36.13
2168.35;36.13
2169.36;36.19
2170.37;36.25
2171.38;36.25
2172.38;36.25
2173.39;36.19
2174.4;36.13
2175.41;36.06
2176.42;36.06
2177.43;36.19
2178.43;36.13
2179.45;36.13
2180.46;36.13
2181.46;36.06
2182.47;36.06
2183.48;36
2184.49;36
2185.5;36
2186.51;36.06
2187.51;36.06
2188.53;36.06
2189.53;36.06
2190.54;36
2191.55;35.94
2192.56;35.94
2193.57;35.94
2194.58;35.88
2195.58;35.81
2196.59;35.81
2197.6;35.75
2198.61;35.75
2199.62;35.69
2200.63;35.63
2201.64;35.63
2202.65;35.69
2203.65;35.69
2204.66;35.81
2205.67;35.75
2206.68;35.69
2207.69;35.69
2208.7;35.75
2209.7;35.75
2210.72;35.69
2211.73;35.63
2212.73;35.63
2213.74;35.63
2214.75;35.63
2215.76;35.63
2216.77;35.56
2217.78;35.63
2218.78;35.63
2219.79;35.69
2220.8;35.69
2221.81;35.69
2222.82;35.69
2223.83;35.69
2224.84;35.69
2225.85;35.69
2226.85;35.69
2227.86;35.69
2228.87;35.69
2229.88;35.69
2230.89;35.69
2231.9;35.69
2232.9;35.75
2233.92;35.81
2234.92;35.75
2235.93;35.75
2236.94;35.75
2237.95;35.75
2238.96;35.81
2239.97;35.81
2240.98;35.81
2241.98;35.69
2242.99;35.69
2244;35.69
2245.01;35.75
2246.02;35.69
2247.03;35.75
2248.03;35.81
2249.05;35.81
2250.05;35.75
2251.06;35.75
2252.07;35.81
2253.08;35.81
2254.09;35.81
2255.1;35.81
2256.1;35.81
2257.11;35.88
2258.12;35.88
2259.13;35.94
2260.14;36
2261.15;36
2262.15;36
2263.17;36
2264.17;36
2265.18;36
2266.19;36
2267.2;36
2268.21;36.06
2269.22;36.06
2270.23;36
2271.23;36
2272.25;36
2273.25;36
2274.26;36
2275.27;36
2276.28;35.94
2277.29;35.94
2278.3;35.94
2279.3;35.94
2280.31;35.88
2281.32;35.81
2282.33;35.81
2283.34;35.81
2284.35;35.75
2285.35;35.75
2286.37;35.75
2287.37;35.75
2288.38;35.75
2289.39;35.81
2290.4;35.81
2291.41;35.88
2292.42;35.88
2293.42;35.88
2294.43;35.88
2295.44;35.81
2296.45;35.81
2297.46;35.81
2298.47;35.81
2299.48;35.94
2300.49;35.94
2301.49;36
2302.5;36.06
2303.51;36.06
2304.52;36.06
2305.53;36.13
2306.54;36.13
2307.55;36.13
2308.55;36.19
2309.57;36.19
2310.57;36.19
2311.58;36.19
2312.59;36.19
2313.6;36.19
2314.61;36.19
2315.62;36.19
2316.62;36.13
2317.63;36.19
2318.64;36.19
2319.65;36.19
2320.66;36.25
2321.67;36.31
2322.67;36.31
2323.69;36.31
2324.7;36.31
2325.7;36.38
2326.71;36.44
2327.72;36.5
2328.73;36.5
2329.74;36.5
2330.74;36.5
2331.75;36.56
2332.77;36.56
2333.77;36.5
2334.78;36.44
2335.79;36.38
2336.8;36.38
2337.81;36.38
2338.82;36.31
2339.82;36.25
2340.84;36.19
2341.84;36.19
2342.85;36.13
2343.86;36.06
2344.87;36.06
2345.88;36
2346.89;35.94
2347.89;35.94
2348.9;36
2349.91;36.06
2350.92;36.06
2351.93;36.06
2352.94;36.06
2353.95;36.13
2354.96;36.13
2355.96;36.13
2356.97;36.06
2357.98;36
2358.99;35.94
2360;35.94
2361.01;35.94
2362.02;35.88
2363.02;35.88
2364.03;35.88
2365.04;35.88
2366.05;35.94
2367.06;36.06
2368.07;36.13
2369.08;36.13
2370.09;36.19
2371.09;36.31
2372.1;36.31
2373.11;36.38
2374.12;36.44
2375.13;36.5
2376.14;36.5
2377.15;36.56
2378.16;36.5
2379.16;36.5
2380.17;36.44
2381.18;36.38
2382.19;36.38
2383.2;36.38
2384.21;36.38
2385.21;36.31
2386.23;36.31
2387.23;36.31
2388.24;36.31
2389.25;36.38
2390.26;36.44
2391.27;36.44
2392.28;36.5
2393.29;36.5
2394.3;36.5
2395.3;36.56
2396.31;36.56
2397.32;36.63
2398.33;36.63
2399.34;36.69
2400.35;36.69
2401.35;36.75
2402.36;36.75
2403.38;36.81
2404.38;36.81
2405.39;36.88
2406.4;36.88
2407.41;36.88
2408.42;36.88
2409.43;36.81
2410.43;36.81
2411.45;36.81
2412.45;36.88
2413.46;36.88
2414.47;36.88
2415.48;36.94
2416.49;36.94
2417.5;36.94
2418.51;36.94
2419.52;37
2420.52;37
2421.53;37
2422.54;37
2423.55;37
2424.56;37
2425.57;37
2426.58;37
2427.59;36.94
2428.59;36.88
2429.6;36.88
2430.61;36.81
2431.62;36.75
2432.63;36.75
2433.64;36.75
2434.64;36.75
2435.66;36.69
2436.66;36.69
2437.67;36.75
2438.68;36.69
2439.69;36.69
2440.7;36.63
2441.71;36.5
2442.71;36.5
2443.73;36.44
2444.74;36.38
2445.74;36.38
2446.75;36.38
2447.76;36.44
2448.77;36.5
2449.78;36.5
2450.79;36.44
2451.79;36.5
2452.8;36.56
2453.81;36.56
2454.82;36.5
2455.83;36.5
2456.84;36.44
2457.85;36.44
2458.86;36.44
2459.86;36.44
2460.87;36.38
2461.88;36.38
2462.89;36.44
2463.9;36.44
2464.91;36.44
2465.92;36.38
2466.93;36.44
2467.93;36.44
2468.94;36.38
2469.95;36.38
2470.96;36.38
2471.97;36.44
2472.98;36.31
2473.98;36.31
2475;36.31
2476.01;36.25
2477.01;36.25
2478.02;36.25
2479.03;36.19
2480.04;36.19
2481.05;36.19
2482.06;36.13
2483.06;36.19
2484.08;36.13
2485.08;36.13
2486.09;36.13
2487.1;36.13
2488.11;36.06
2489.12;36
2490.12;36
2491.13;36
2492.14;36.06
2493.15;36
2494.16;36.06
2495.17;36.06
2496.18;36.06
2497.18;36.06
2498.2;36.06
2499.2;36.06
2500.21;36.13
2501.22;36.13
2502.23;36.25
2503.24;36.25
2504.25;36.25
2505.25;36.31
2506.26;36.44
2507.28;36.5
2508.28;36.56
2509.29;36.56
2510.3;36.63
2511.31;36.63
2512.32;36.63
2513.33;36.63
2514.33;36.69
2515.35;36.75
2516.35;36.75
2517.36;36.75
2518.37;36.75
2519.38;36.75
2520.39;36.75
2521.39;36.75
2522.4;36.75
2523.41;36.75
2524.42;36.81
2525.43;36.81
2526.44;36.81
2527.45;36.81
2528.46;36.88
2529.47;36.94
2530.47;36.88
2531.48;36.88
2532.49;36.88
2533.5;36.88
2534.51;36.81
2535.52;36.81
2536.53;36.75
2537.54;36.75
2538.54;36.81
2539.55;36.81
2540.56;36.81
2541.57;36.81
2542.58;36.69
2543.59;36.63
2544.6;36.63
2545.61;36.63
2546.61;36.63
2547.62;36.63
2548.63;36.5
2549.64;36.5
2550.65;36.5
2551.66;36.44
2552.66;36.38
2553.68;36.38
2554.68;36.44
2555.69;36.38
2556.7;36.44
2557.71;36.44
2558.72;36.31
2559.73;36.38
2560.74;36.38
2561.74;36.44
2562.75;36.38
2563.76;36.38
2564.77;36.31
2565.78;36.44
2566.79;36.44
2567.8;36.38
2568.8;36.31
2569.81;36.31
2570.82;36.25
2571.83;36.25
2572.84;36.25
2573.85;36.25
2574.86;36.19
2575.87;36.19
2576.87;36.25
2577.88;36.25
2578.89;36.25
2579.9;36.25
2580.91;36.25
2581.92;36.25
2582.92;36.25
2583.93;36.25
2584.94;36.25
2585.95;36.13
2586.96;36.13
2587.97;36.13
2588.98;36.19
2589.99;36.19
2591;36.19
2592;36.13
2593.01;36.19
2594.02;36.19
2595.03;36.19
2596.04;36.19
2597.05;36.13
2598.05;36.13
2599.06;36.13
2600.07;36.19
2601.08;36.13
2602.09;36.19
2603.1;36.25
2604.11;36.25
2605.12;36.25
2606.12;36.25
2607.13;36.25
2608.14;36.38
2609.15;36.44
2610.16;36.44
2611.17;36.44
2612.18;36.5
2613.19;36.44
2614.19;36.38
2615.2;36.44
2616.21;36.44
2617.22;36.38
2618.23;36.38
2619.24;36.38
2620.25;36.38
2621.26;36.31
2622.26;36.31
2623.27;36.25
2624.28;36.25
2625.29;36.25
2626.3;36.19
2627.31;36.25
2628.31;36.25
2629.33;36.19
2630.33;36.13
2631.34;36.13
2632.35;36.19
2633.36;36.13
2634.37;36.06
2635.38;36
2636.38;36
2637.39;36
2638.4;36
2639.41;36
2640.42;35.88
2641.43;35.94
2642.43;35.94
2643.44;35.88
2644.45;35.88
2645.46;35.94
2646.47;35.94
2647.48;35.88
2648.49;35.94
2649.5;35.94
2650.51;36
2651.51;36
2652.52;36
2653.53;36.06
2654.54;36.06
2655.55;36
2656.56;36
2657.56;36
2658.57;36
2659.58;35.94
2660.59;35.94
2661.6;36
2662.61;35.94
2663.62;36
2664.62;36
2665.63;36
2666.64;36
2667.65;36
2668.66;35.94
2669.67;36
2670.67;35.94
2671.68;36
2672.7;36
2673.7;35.94
2674.71;35.94
2675.72;35.94
2676.73;35.94
2677.74;35.88
2678.75;35.88
2679.75;35.88
2680.76;35.88
2681.77;35.94
2682.78;35.88
2683.79;35.94
2684.8;36
2685.8;36
2686.82;36.06
2687.82;36.06
2688.83;36.06
2689.84;36.06
2690.85;36
2691.86;36
2692.87;36.06
2693.87;36.13
2694.88;36.19
2695.89;36.19
2696.9;36.25
2697.91;36.31
2698.92;36.31
2699.93;36.38
2700.94;36.38
2701.94;36.44
2702.95;36.5
2703.96;36.5
2704.97;36.5
2705.98;36.63
2706.99;36.63
2707.99;36.69
2709.01;36.69
2710.01;36.75
2711.02;36.69
2712.03;36.69
2713.04;36.63
2714.05;36.63
2715.06;36.69
2716.07;36.69
2717.08;36.69
2718.08;36.69
2719.09;36.69
2720.1;36.69
2721.11;36.69
2722.12;36.69
2723.13;36.69
2724.13;36.69
2725.15;36.63
2726.15;36.5
2727.16;36.56
2728.17;36.63
2729.18;36.69
2730.19;36.69
2731.2;36.69
2732.2;36.69
2733.21;36.69
2734.22;36.69
2735.23;36.69
2736.24;36.69
2737.25;36.69
2738.26;36.56
2739.27;36.5
2740.28;36.5
2741.28;36.56
2742.3;36.5
2743.3;36.44
2744.31;36.44
2745.32;36.44
2746.33;36.44
2747.34;36.38
2748.35;36.38
2749.35;36.38
2750.36;36.38
2751.37;36.31
2752.38;36.31
2753.39;36.31
2754.4;36.31
2755.41;36.31
2756.41;36.38
2757.42;36.44
2758.43;36.44
2759.44;36.5
2760.45;36.56
2761.46;36.56
2762.47;36.56
2763.47;36.5
2764.49;36.5
2765.49;36.5
2766.5;36.44
2767.51;36.38
2768.52;36.38
2769.53;36.31
2770.54;36.31
2771.54;36.31
2772.56;36.31
2773.56;36.44
2774.57;36.44
2775.58;36.38
2776.59;36.38
2777.6;36.38
2778.61;36.44
2779.61;36.44
2780.62;36.38
2781.63;36.31
2782.64;36.31
2783.65;36.31
2784.66;36.19
2785.67;36.19
2786.67;36.19
2787.68;36.13
2788.69;36.06
2789.7;36.06
2790.71;36.13
2791.72;36.06
2792.73;36.13
2793.73;36.19
2794.75;36.19
2795.75;36.19
2796.76;36.19
2797.77;36.13
2798.78;36.19
2799.79;36.25
2800.8;36.31
2801.8;36.38
2802.81;36.38
2803.82;36.44
2804.83;36.5
2805.84;36.56
2806.85;36.56
2807.86;36.63
2808.87;36.63
2809.87;36.56
2810.88;36.56
2811.89;36.63
2812.9;36.63
2813.91;36.5
2814.92;36.44
2815.92;36.38
2816.94;36.44
2817.94;36.38
2818.95;36.25
2819.96;36.25
2820.97;36.19
2821.98;36.13
2822.99;36.19
2824;36.19
2825;36.19
2826.01;36.13
2827.02;36.13
2828.03;36.13
2829.04;36.19
2830.05;36.25
2831.06;36.25
2832.06;36.31
2833.07;36.38
2834.08;36.44
2835.09;36.44
2836.1;36.38
2837.11;36.44
2838.12;36.44
2839.13;36.44
2840.13;36.44
2841.14;36.5
2842.15;36.56
2843.16;36.56
2844.17;36.56
2845.18;36.63
2846.18;36.63
2847.19;36.63
2848.2;36.5
2849.21;36.5
2850.22;36.56
2851.23;36.56
2852.24;36.5
2853.25;36.56
2854.26;36.56
2855.26;36.5
2856.27;36.5
2857.28;36.44
2858.29;36.44
2859.3;36.44
2860.31;36.44
2861.31;36.44
2862.33;36.38
2863.33;36.38
2864.34;36.44
2865.35;36.44
2866.36;36.44
2867.37;36.38
2868.38;36.31
2869.38;36.31
2870.39;36.31
2871.4;36.31
2872.41;36.38
2873.42;36.44
2874.42;36.38
2875.44;36.44
2876.45;36.5
2877.45;36.5
2878.46;36.5
2879.47;36.5
2880.48;36.5
2881.49;36.56
2882.5;36.56
2883.51;36.63
2884.52;36.63
2885.52;36.69
2886.53;36.75
2887.54;36.75
2888.55;36.75
2889.56;36.69
2890.57;36.63
2891.57;36.63
2892.59;36.63
2893.59;36.69
2894.6;36.69
2895.61;36.69
2896.62;36.69
2897.63;36.75
2898.64;36.75
2899.64;36.75
2900.65;36.75
2901.66;36.69
2902.67;36.75
2903.68;36.75
2904.69;36.69
2905.7;36.69
2906.71;36.69
2907.71;36.69
2908.72;36.69
2909.73;36.69
2910.74;36.69
2911.75;36.69
2912.76;36.69
2913.77;36.75
2914.78;36.75
2915.78;36.75
2916.79;36.81
2917.8;36.75
2918.81;36.81
2919.82;36.75
2920.83;36.81
2921.84;36.88
2922.85;36.88
2923.86;36.81
2924.86;36.75
2925.87;36.75
2926.88;36.75
2927.89;36.69
2928.9;36.69
2929.9;36.69
2930.92;36.69
2931.92;36.75
2932.93;36.75
2933.94;36.75
2934.95;36.75
2935.96;36.81
2936.97;36.81
2937.97;36.81
2938.99;36.75
2940;36.75
2941;36.75
2942.01;36.81
2943.02;36.81
2944.03;36.88
2945.04;36.88
2946.05;36.88
2947.05;37
2948.06;37
2949.07;37
2950.08;36.94
2951.09;36.94
2952.1;36.94
2953.11;37
2954.12;37
2955.13;36.94
2956.13;36.81
2957.14;36.75
2958.15;36.81
2959.16;36.88
2960.17;36.94
2961.18;36.94
2962.19;36.94
2963.2;36.94
2964.2;36.88
2965.21;36.88
2966.22;36.81
2967.23;36.81
2968.24;36.81
2969.25;36.94
2970.26;36.88
2971.26;36.88
2972.27;36.81
2973.28;36.81
2974.29;36.75
2975.3;36.75
2976.31;36.75
2977.32;36.75
2978.33;36.75
2979.33;36.69
2980.35;36.63
2981.35;36.69
2982.36;36.69
2983.37;36.69
2984.38;36.63
2985.39;36.63
2986.39;36.69
2987.4;36.69
2988.41;36.63
2989.42;36.63
2990.43;36.69
2991.44;36.69
2992.45;36.75
2993.46;36.75
2994.46;36.75
2995.47;36.75
2996.48;36.81
2997.49;36.81
2998.5;36.81
2999.51;36.88
3000.52;36.81
3001.53;36.88
3002.54;36.81
3003.54;36.81
3004.55;36.75
3005.56;36.75
3006.57;36.75
3007.58;36.63
3008.59;36.63
3009.6;36.69
3010.61;36.63
3011.61;36.63
3012.62;36.63
3013.63;36.63
3014.64;36.56
3015.65;36.63
3016.66;36.63
3017.67;36.69
3018.67;36.75
3019.68;36.81
3020.69;36.81
3021.7;36.81
3022.71;36.81
3023.72;36.81
3024.73;36.81
3025.74;36.75
3026.75;36.75
3027.75;36.63
3028.76;36.56
3029.77;36.56
3030.78;36.56
3031.79;36.56
3032.8;36.63
3033.8;36.63
3034.82;36.56
3035.82;36.56
3036.83;36.56
3037.84;36.56
3038.85;36.5
3039.86;36.5
3040.87;36.5
3041.87;36.56
3042.89;36.63
3043.89;36.75
3044.9;36.81
3045.91;36.88
3046.92;36.94
3047.93;37
3048.94;36.94
3049.94;37.06
3050.96;37.13
3051.96;37.13
3052.97;37.06
3053.98;37.06
3054.99;37.06
3056;37.06
3057.01;37
3058.01;37.06
3059.03;37.06
3060.03;37
3061.04;36.88
3062.05;36.88
3063.06;36.81
3064.07;36.88
3065.08;36.88
3066.08;36.94
3067.1;37
3068.1;37.06
3069.11;37
3070.12;36.94
3071.13;36.81
3072.14;36.81
3073.14;36.81
3074.15;36.75
3075.16;36.69
3076.17;36.69
3077.18;36.63
3078.19;36.63
3079.2;36.69
3080.21;36.69
3081.22;36.75
3082.23;36.75
3083.23;36.81
3084.24;36.88
3085.25;36.81
3086.26;36.75
3087.27;36.81
3088.28;36.75
3089.29;36.69
3090.29;36.63
3091.3;36.63
3092.31;36.63
3093.32;36.69
3094.33;36.63
3095.34;36.63
3096.35;36.63
3097.36;36.69
3098.36;36.63
3099.37;36.63
3100.38;36.69
3101.39;36.69
3102.4;36.75
3103.41;36.75
3104.41;36.81
3105.42;36.88
3106.43;36.94
3107.44;36.94
3108.45;37
3109.46;37.06
3110.47;37.06
3111.48;37.13
3112.49;37.19
3113.49;37.25
3114.5;37.06
3115.51;37.06
3116.52;37.06
3117.53;37.06
3118.54;37.06
3119.55;37.13
3120.56;37.19
3121.56;37.25
3122.58;37.25
3123.58;37.31
3124.59;37.38
3125.6;37.38
3126.61;37.44
3127.62;37.31
3128.62;37.25
3129.63;37.25
3130.64;37.13
3131.65;37.06
3132.66;37
3133.67;36.94
3134.68;36.88
3135.69;36.88
3136.7;36.88
3137.7;36.88
3138.72;36.94
3139.72;36.88
3140.73;36.94
3141.74;36.94
3142.75;36.88
3143.76;36.81
3144.77;36.81
3145.77;36.81
3146.79;36.88
3147.79;36.88
3148.8;36.88
3149.81;36.88
3150.82;36.88
3151.83;36.88
3152.84;36.94
3153.84;36.94
3154.85;36.94
3155.86;36.94
3156.87;37
3157.88;37
3158.89;37.06
3159.9;37.06
3160.91;37.13
3161.91;37.19
3162.92;37.19
3163.93;37.25
3164.94;37.25
3165.95;37.31
3166.96;37.31
3167.97;37.31
3168.98;37.31
3169.99;37.31
3171;37.31
3172;37.38
3173.01;37.38
3174.02;37.38
3175.03;37.38
3176.04;37.38
3177.04;37.38
3178.06;37.44
3179.07;37.44
3180.07;37.38
3181.08;37.31
3182.09;37.38
3183.1;37.44
3184.11;37.44
3185.12;37.44
3186.13;37.38
3187.13;37.44
3188.14;37.44
3189.15;37.44
3190.16;37.44
3191.17;37.38
3192.18;37.38
3193.19;37.38
3194.2;37.44
3195.21;37.44
3196.22;37.44
3197.22;37.44
3198.23;37.5
3199.24;37.5
3200.25;37.44
3201.26;37.5
3202.27;37.5
3203.28;37.5
3204.29;37.56
3205.3;37.56
3206.3;37.56
3207.31;37.63
3208.32;37.63
3209.33;37.63
3210.34;37.56
3211.35;37.56
3212.36;37.5
3213.37;37.56
3214.37;37.5
3215.38;37.5
3216.39;37.5
3217.4;37.5
3218.41;37.44
3219.42;37.38
3220.43;37.38
3221.43;37.44
3222.45;37.5
3223.45;37.5
3224.46;37.44
3225.47;37.44
3226.48;37.44
3227.49;37.38
3228.5;37.31
3229.51;37.31
3230.52;37.31
3231.52;37.25
3232.53;37.19
3233.54;37.25
3234.55;37.31
3235.56;37.31
3236.57;37.38
3237.58;37.38
3238.59;37.44
3239.6;37.38
3240.6;37.38
3241.61;37.38
3242.62;37.31
3243.63;37.25
3244.64;37.25
3245.65;37.31
3246.66;37.31
3247.66;37.31
3248.67;37.38
3249.68;37.38
3250.69;37.44
3251.7;37.38
3252.71;37.38
3253.72;37.38
3254.73;37.38
3255.74;37.31
3256.74;37.25
3257.75;37.25
3258.76;37.31
3259.77;37.38
3260.78;37.38
3261.79;37.38
3262.8;37.44
3263.81;37.38
3264.82;37.38
3265.83;37.38
3266.83;37.38
3267.84;37.38
3268.85;37.31
3269.86;37.31
3270.87;37.38
3271.88;37.38
3272.88;37.38
3273.89;37.31
3274.9;37.25
3275.91;37.25
3276.92;37.25
3277.93;37.19
3278.94;37.06
3279.95;37
3280.96;37
3281.96;37.06
3282.97;37.06
3283.98;37.13
3284.99;37.13
3286;37.19
3287.01;37.25
3288.02;37.25
3289.03;37.31
3290.03;37.31
3291.05;37.31
3292.05;37.31
3293.06;37.38
3294.07;37.31
3295.08;37.25
3296.09;37.31
3297.1;37.31
